edition,country_noc,male_athletes,Mixed,Open,female_athletes,total_athletes
1960 Summer Olympics,TPE,1,0,0,0,1
1960 Summer Olympics,TUR,9,0,0,0,9
1960 Summer Olympics,UAR,2,0,0,0,2
1960 Summer Olympics,USA,55,0,3,7,65
1960 Summer Olympics,VEN,1,0,0,0,1
1960 Summer Olympics,WIF,1,0,0,0,1
1960 Summer Olympics,YUG,2,0,0,0,2
1960 Winter Olympics,AUT,4,0,0,1,5
1960 Winter Olympics,CAN,2,1,0,1,4
1960 Winter Olympics,FIN,5,0,0,2,7
1960 Winter Olympics,FRA,3,0,0,0,3
1960 Winter Olympics,GER,3,1,0,3,7
1960 Winter Olympics,ITA,0,0,0,1,1
1960 Winter Olympics,NED,1,0,0,1,2
1960 Winter Olympics,NOR,5,0,0,0,5
1960 Winter Olympics,POL,0,0,0,2,2
1960 Winter Olympics,RUS,9,0,0,8,17
1960 Winter Olympics,SUI,1,0,0,1,2
1960 Winter Olympics,SWE,4,0,0,1,5
1960 Winter Olympics,TCH,1,0,0,0,1
1960 Winter Olympics,USA,3,1,0,5,9
1964 Summer Olympics,ARG,0,0,1,0,1
1964 Summer Olympics,AUS,8,0,1,7,16
1964 Summer Olympics,BAH,0,0,1,0,1
1964 Summer Olympics,BEL,3,0,0,0,3
1964 Summer Olympics,BRA,1,0,0,0,1
1964 Summer Olympics,BUL,10,0,0,0,10
1964 Summer Olympics,CAN,4,0,0,0,4
1964 Summer Olympics,CUB,1,0,0,0,1
1964 Summer Olympics,DEN,4,0,2,0,6
1964 Summer Olympics,ETH,1,0,0,0,1
1964 Summer Olympics,FIN,5,0,0,0,5
1964 Summer Olympics,FRA,10,0,2,2,14
1964 Summer Olympics,GBR,10,0,2,3,15
1964 Summer Olympics,GER,31,0,6,8,45
1964 Summer Olympics,GHA,1,0,0,0,1
1964 Summer Olympics,HUN,16,0,0,5,21
1964 Summer Olympics,IND,1,0,0,0,1
1964 Summer Olympics,IRI,2,0,0,0,2
1964 Summer Olympics,IRL,1,0,0,0,1
1964 Summer Olympics,ITA,20,0,3,1,24
1964 Summer Olympics,JPN,22,0,0,2,24
1964 Summer Olympics,KEN,1,0,0,0,1
1964 Summer Olympics,KOR,3,0,0,0,3
1964 Summer Olympics,MEX,1,0,0,0,1
1964 Summer Olympics,NED,7,0,0,3,10
1964 Summer Olympics,NGR,1,0,0,0,1
1964 Summer Olympics,NZL,2,0,1,1,4
1964 Summer Olympics,PAK,1,0,0,0,1
1964 Summer Olympics,PHI,1,0,0,0,1
1964 Summer Olympics,POL,17,0,0,5,22
1964 Summer Olympics,ROU,7,0,0,5,12
1964 Summer Olympics,RUS,63,0,1,18,82
1964 Summer Olympics,SUI,2,0,1,0,3
1964 Summer Olympics,SWE,6,0,2,0,8
1964 Summer Olympics,TCH,10,0,0,2,12
1964 Summer Olympics,TTO,3,0,0,0,3
1964 Summer Olympics,TUN,2,0,0,0,2
1964 Summer Olympics,TUR,6,0,0,0,6
1964 Summer Olympics,URU,1,0,0,0,1
1964 Summer Olympics,USA,57,0,6,18,81
1964 Summer Olympics,YUG,4,0,0,0,4
1964 Winter Olympics,AUT,4,0,2,5,11
1964 Winter Olympics,CAN,1,1,0,1,3
1964 Winter Olympics,FIN,3,0,0,3,6
1964 Winter Olympics,FRA,3,0,0,2,5
1964 Winter Olympics,GBR,1,0,0,0,1
1964 Winter Olympics,GER,6,1,0,2,9
1964 Winter Olympics,ITA,3,0,1,0,4
1964 Winter Olympics,NED,1,0,0,1,2
1964 Winter Olympics,NOR,10,0,0,0,10
1964 Winter Olympics,PRK,0,0,0,1,1
1964 Winter Olympics,RUS,7,1,0,9,17
1964 Winter Olympics,SWE,4,0,0,1,5
1964 Winter Olympics,TCH,1,0,0,0,1
1964 Winter Olympics,USA,4,1,0,1,6
1968 Summer Olympics,ARG,2,0,0,0,2
1968 Summer Olympics,AUS,8,0,1,7,16
1968 Summer Olympics,AUT,1,0,1,2,4
1968 Summer Olympics,BEL,2,0,0,0,2
1968 Summer Olympics,BRA,2,0,1,0,3
1968 Summer Olympics,BUL,9,0,0,0,9
1968 Summer Olympics,CAN,1,0,1,2,4
1968 Summer Olympics,CMR,1,0,0,0,1
1968 Summer Olympics,CUB,3,0,0,1,4
1968 Summer Olympics,DEN,7,0,1,0,8
1968 Summer Olympics,ETH,1,0,0,0,1
1968 Summer Olympics,FIN,4,0,0,0,4
1968 Summer Olympics,FRA,9,0,2,1,12
1968 Summer Olympics,FRG,13,0,7,5,25
1968 Summer Olympics,GBR,4,0,7,2,13
1968 Summer Olympics,GDR,12,0,3,8,23
1968 Summer Olympics,GRE,1,0,0,0,1
1968 Summer Olympics,HUN,24,0,1,6,31
1968 Summer Olympics,IND,1,0,0,0,1
1968 Summer Olympics,IRI,5,0,0,0,5
1968 Summer Olympics,ITA,11,0,3,0,14
1968 Summer Olympics,JAM,1,0,0,0,1
1968 Summer Olympics,JPN,17,0,0,1,18
1968 Summer Olympics,KEN,7,0,0,0,7
1968 Summer Olympics,KOR,2,0,0,0,2
1968 Summer Olympics,MEX,7,0,0,2,9
1968 Summer Olympics,MGL,4,0,0,0,4
1968 Summer Olympics,NED,5,0,0,2,7
1968 Summer Olympics,NOR,1,0,1,0,2
1968 Summer Olympics,NZL,2,0,1,0,3
1968 Summer Olympics,PAK,1,0,0,0,1
1968 Summer Olympics,POL,14,0,1,2,17
1968 Summer Olympics,ROU,8,0,1,6,15
1968 Summer Olympics,RUS,51,0,8,17,76
1968 Summer Olympics,SUI,2,0,3,0,5
1968 Summer Olympics,SWE,3,0,1,0,4
1968 Summer Olympics,TCH,4,0,1,4,9
1968 Summer Olympics,TPE,0,0,0,1,1
1968 Summer Olympics,TUN,1,0,0,0,1
1968 Summer Olympics,TUR,2,0,0,0,2
1968 Summer Olympics,UGA,2,0,0,0,2
1968 Summer Olympics,USA,60,0,7,20,87
1968 Summer Olympics,VEN,1,0,0,0,1
1968 Summer Olympics,YUG,6,0,0,1,7
1968 Winter Olympics,AUT,8,0,1,2,11
1968 Winter Olympics,CAN,1,0,0,1,2
1968 Winter Olympics,FIN,2,0,0,1,3
1968 Winter Olympics,FRA,3,0,0,3,6
1968 Winter Olympics,FRG,3,1,1,2,7
1968 Winter Olympics,GDR,3,0,1,1,5
1968 Winter Olympics,ITA,3,0,0,1,4
1968 Winter Olympics,NED,3,0,0,3,6
1968 Winter Olympics,NOR,10,0,0,2,12
1968 Winter Olympics,ROU,1,0,0,0,1
1968 Winter Olympics,RUS,6,2,0,3,11
1968 Winter Olympics,SUI,5,0,0,1,6
1968 Winter Olympics,SWE,4,0,0,1,5
1968 Winter Olympics,TCH,2,0,0,1,3
1968 Winter Olympics,USA,2,0,0,2,4
1972 Summer Olympics,ARG,1,0,0,0,1
1972 Summer Olympics,AUS,5,0,2,4,11
1972 Summer Olympics,AUT,1,0,1,1,3
1972 Summer Olympics,BEL,2,0,0,0,2
1972 Summer Olympics,BRA,2,0,0,0,2
1972 Summer Olympics,BUL,17,0,0,4,21
1972 Summer Olympics,CAN,2,0,1,2,5
1972 Summer Olympics,COL,2,0,1,0,3
1972 Summer Olympics,CUB,6,0,0,2,8
1972 Summer Olympics,DEN,1,0,0,0,1
1972 Summer Olympics,ESP,1,0,0,0,1
1972 Summer Olympics,ETH,2,0,0,0,2
1972 Summer Olympics,FIN,7,0,0,0,7
1972 Summer Olympics,FRA,10,0,3,0,13
1972 Summer Olympics,FRG,20,0,7,10,37
1972 Summer Olympics,GBR,11,0,6,1,18
1972 Summer Olympics,GDR,32,0,3,20,55
1972 Summer Olympics,GHA,1,0,0,0,1
1972 Summer Olympics,GRE,1,0,1,0,2
1972 Summer Olympics,HUN,27,0,1,5,33
1972 Summer Olympics,IND,1,0,0,0,1
1972 Summer Olympics,IRI,3,0,0,0,3
1972 Summer Olympics,ITA,7,0,5,3,15
1972 Summer Olympics,JAM,1,0,0,0,1
1972 Summer Olympics,JPN,15,0,0,2,17
1972 Summer Olympics,KEN,7,0,0,0,7
1972 Summer Olympics,KOR,1,0,0,0,1
1972 Summer Olympics,LBN,1,0,0,0,1
1972 Summer Olympics,MEX,1,0,0,0,1
1972 Summer Olympics,MGL,1,0,0,0,1
1972 Summer Olympics,NED,3,0,0,1,4
1972 Summer Olympics,NGR,1,0,0,0,1
1972 Summer Olympics,NIG,1,0,0,0,1
1972 Summer Olympics,NOR,4,0,0,0,4
1972 Summer Olympics,NZL,3,0,0,0,3
1972 Summer Olympics,PAK,1,0,0,0,1
1972 Summer Olympics,POL,18,0,1,2,21
1972 Summer Olympics,PRK,3,0,1,1,5
1972 Summer Olympics,ROU,9,0,2,4,15
1972 Summer Olympics,RUS,63,0,7,15,85
1972 Summer Olympics,SUI,3,0,0,0,3
1972 Summer Olympics,SWE,7,0,5,1,13
1972 Summer Olympics,TCH,5,0,1,2,8
1972 Summer Olympics,TUN,1,0,0,0,1
1972 Summer Olympics,TUR,1,0,0,0,1
1972 Summer Olympics,UGA,2,0,0,0,2
1972 Summer Olympics,USA,53,0,10,18,81
1972 Summer Olympics,YUG,5,0,0,0,5
1972 Winter Olympics,AUT,1,0,0,3,4
1972 Winter Olympics,CAN,0,0,0,1,1
1972 Winter Olympics,ESP,1,0,0,0,1
1972 Winter Olympics,FIN,2,0,0,2,4
1972 Winter Olympics,FRA,1,0,0,2,3
1972 Winter Olympics,FRG,3,0,0,1,4
1972 Winter Olympics,GDR,8,1,2,3,14
1972 Winter Olympics,ITA,3,0,1,0,4
1972 Winter Olympics,JPN,3,0,0,0,3
1972 Winter Olympics,NED,2,0,0,2,4
1972 Winter Olympics,NOR,7,0,0,1,8
1972 Winter Olympics,POL,1,0,0,0,1
1972 Winter Olympics,RUS,7,2,0,4,13
1972 Winter Olympics,SUI,8,0,0,1,9
1972 Winter Olympics,SWE,4,0,0,0,4
1972 Winter Olympics,TCH,2,0,0,1,3
1972 Winter Olympics,USA,1,0,0,5,6
1976 Summer Olympics,AUS,2,0,3,0,5
1976 Summer Olympics,AUT,0,0,1,0,1
1976 Summer Olympics,BEL,3,0,1,0,4
1976 Summer Olympics,BER,1,0,0,0,1
1976 Summer Olympics,BRA,1,0,1,0,2
1976 Summer Olympics,BUL,14,0,0,8,22
1976 Summer Olympics,CAN,3,0,1,6,10
1976 Summer Olympics,CUB,12,0,0,0,12
1976 Summer Olympics,DEN,2,0,1,0,3
1976 Summer Olympics,ESP,1,0,1,0,2
1976 Summer Olympics,FIN,5,0,0,0,5
1976 Summer Olympics,FRA,7,0,1,1,9
1976 Summer Olympics,FRG,19,0,10,5,34
1976 Summer Olympics,GBR,10,0,2,0,12
1976 Summer Olympics,GDR,34,0,6,37,77
1976 Summer Olympics,HUN,15,0,0,5,20
1976 Summer Olympics,IRI,2,0,0,0,2
1976 Summer Olympics,ITA,8,0,2,2,12
1976 Summer Olympics,JAM,1,0,0,0,1
1976 Summer Olympics,JPN,18,0,0,1,19
1976 Summer Olympics,KOR,5,0,0,1,6
1976 Summer Olympics,MEX,2,0,0,0,2
1976 Summer Olympics,MGL,1,0,0,0,1
1976 Summer Olympics,NED,2,0,1,1,4
1976 Summer Olympics,NOR,2,0,0,0,2
1976 Summer Olympics,NZL,4,0,0,0,4
1976 Summer Olympics,PAK,1,0,0,0,1
1976 Summer Olympics,POL,22,0,2,1,25
1976 Summer Olympics,POR,1,0,1,0,2
1976 Summer Olympics,PRK,2,0,0,0,2
1976 Summer Olympics,PUR,1,0,0,0,1
1976 Summer Olympics,ROU,18,0,0,4,22
1976 Summer Olympics,RUS,78,0,5,29,112
1976 Summer Olympics,SUI,2,0,2,0,4
1976 Summer Olympics,SWE,3,0,1,1,5
1976 Summer Olympics,TCH,6,0,1,1,8
1976 Summer Olympics,THA,1,0,0,0,1
1976 Summer Olympics,TTO,1,0,0,0,1
1976 Summer Olympics,USA,58,0,10,14,82
1976 Summer Olympics,VEN,1,0,0,0,1
1976 Summer Olympics,YUG,7,0,0,0,7
1976 Winter Olympics,AUT,3,0,1,1,5
1976 Winter Olympics,CAN,1,0,0,2,3
1976 Winter Olympics,FIN,4,0,0,2,6
1976 Winter Olympics,FRA,0,0,0,1,1
1976 Winter Olympics,FRG,5,0,1,2,8
1976 Winter Olympics,GBR,1,0,0,0,1
1976 Winter Olympics,GDR,11,2,1,5,19
1976 Winter Olympics,ITA,3,0,0,1,4
1976 Winter Olympics,LIE,1,0,0,1,2
1976 Winter Olympics,NED,2,0,0,1,3
1976 Winter Olympics,NOR,4,0,0,1,5
1976 Winter Olympics,RUS,12,3,0,6,21
1976 Winter Olympics,SUI,4,0,0,0,4
1976 Winter Olympics,SWE,2,0,0,0,2
1976 Winter Olympics,TCH,1,0,0,0,1
1976 Winter Olympics,USA,3,1,0,4,8
1980 Summer Olympics,AUS,7,0,0,1,8
1980 Summer Olympics,AUT,0,0,4,0,4
1980 Summer Olympics,BEL,1,0,0,0,1
1980 Summer Olympics,BRA,2,0,2,0,4
1980 Summer Olympics,BUL,29,0,3,7,39
1980 Summer Olympics,CUB,18,0,1,1,20
1980 Summer Olympics,DEN,1,0,3,1,5
1980 Summer Olympics,ESP,5,0,1,0,6
1980 Summer Olympics,ETH,3,0,0,0,3
1980 Summer Olympics,FIN,4,0,2,1,7
1980 Summer Olympics,FRA,11,0,0,2,13
1980 Summer Olympics,GBR,14,0,0,4,18
1980 Summer Olympics,GDR,55,0,7,48,110
1980 Summer Olympics,GRE,2,0,1,0,3
1980 Summer Olympics,GUY,1,0,0,0,1
1980 Summer Olympics,HUN,25,0,2,3,30
1980 Summer Olympics,IND,1,0,0,0,1
1980 Summer Olympics,IRL,1,0,1,0,2
1980 Summer Olympics,ITA,10,0,4,1,15
1980 Summer Olympics,JAM,2,0,0,1,3
1980 Summer Olympics,LBN,1,0,0,0,1
1980 Summer Olympics,MEX,1,0,3,0,4
1980 Summer Olympics,MGL,4,0,0,0,4
1980 Summer Olympics,NED,2,0,0,1,3
1980 Summer Olympics,POL,25,0,2,5,32
1980 Summer Olympics,PRK,5,0,0,0,5
1980 Summer Olympics,ROU,12,0,2,6,20
1980 Summer Olympics,RUS,111,0,14,43,168
1980 Summer Olympics,SUI,2,0,0,0,2
1980 Summer Olympics,SWE,8,0,3,1,12
1980 Summer Olympics,TAN,2,0,0,0,2
1980 Summer Olympics,TCH,12,0,0,2,14
1980 Summer Olympics,UGA,1,0,0,0,1
1980 Summer Olympics,VEN,1,0,0,0,1
1980 Summer Olympics,YUG,7,0,0,2,9
1980 Summer Olympics,ZIM,0,0,0,1,1
1980 Winter Olympics,AUT,5,0,1,1,7
1980 Winter Olympics,BUL,1,0,0,0,1
1980 Winter Olympics,CAN,2,0,0,0,2
1980 Winter Olympics,FIN,5,0,0,2,7
1980 Winter Olympics,FRA,0,0,0,1,1
1980 Winter Olympics,FRG,2,0,0,3,5
1980 Winter Olympics,GBR,1,0,0,0,1
1980 Winter Olympics,GDR,11,1,1,7,20
1980 Winter Olympics,HUN,0,1,0,0,1
1980 Winter Olympics,ITA,1,0,1,0,2
1980 Winter Olympics,JPN,1,0,0,0,1
1980 Winter Olympics,LIE,1,0,0,1,2
1980 Winter Olympics,NED,2,0,0,2,4
1980 Winter Olympics,NOR,6,0,0,2,8
1980 Winter Olympics,RUS,10,4,0,5,19
1980 Winter Olympics,SUI,2,0,0,2,4
1980 Winter Olympics,SWE,3,0,0,0,3
1980 Winter Olympics,TCH,0,0,0,1,1
1980 Winter Olympics,USA,4,0,0,3,7
1984 Summer Olympics,ALG,2,0,0,0,2
1984 Summer Olympics,AUS,16,0,1,7,24
1984 Summer Olympics,AUT,3,0,0,0,3
1984 Summer Olympics,BEL,2,0,0,2,4
1984 Summer Olympics,BRA,7,0,1,0,8
1984 Summer Olympics,CAN,22,0,3,15,40
1984 Summer Olympics,CHN,16,0,0,9,25
1984 Summer Olympics,CIV,1,0,0,0,1
1984 Summer Olympics,CMR,1,0,0,0,1
1984 Summer Olympics,COL,1,0,0,0,1
1984 Summer Olympics,DEN,2,0,2,1,5
1984 Summer Olympics,DOM,1,0,0,0,1
1984 Summer Olympics,EGY,1,0,0,0,1
1984 Summer Olympics,ESP,4,0,1,0,5
1984 Summer Olympics,FIN,11,0,0,1,12
1984 Summer Olympics,FRA,24,0,1,3,28
1984 Summer Olympics,FRG,32,0,5,16,53
1984 Summer Olympics,GBR,22,0,4,8,34
1984 Summer Olympics,GRE,2,0,0,0,2
1984 Summer Olympics,IRL,1,0,0,0,1
1984 Summer Olympics,ISL,1,0,0,0,1
1984 Summer Olympics,ITA,23,0,3,4,30
1984 Summer Olympics,JAM,1,0,0,1,2
1984 Summer Olympics,JPN,24,0,0,3,27
1984 Summer Olympics,KEN,3,0,0,0,3
1984 Summer Olympics,KOR,15,0,0,4,19
1984 Summer Olympics,MAR,1,0,0,1,2
1984 Summer Olympics,MEX,5,0,0,0,5
1984 Summer Olympics,NED,2,0,0,9,11
1984 Summer Olympics,NGR,2,0,0,0,2
1984 Summer Olympics,NOR,2,0,0,1,3
1984 Summer Olympics,NZL,6,0,3,0,9
1984 Summer Olympics,PAK,1,0,0,0,1
1984 Summer Olympics,PER,0,0,1,0,1
1984 Summer Olympics,POR,2,0,0,1,3
1984 Summer Olympics,PUR,2,0,0,0,2
1984 Summer Olympics,ROU,24,0,0,21,45
1984 Summer Olympics,SUI,5,0,3,0,8
1984 Summer Olympics,SWE,14,0,1,1,16
1984 Summer Olympics,SYR,1,0,0,0,1
1984 Summer Olympics,THA,1,0,0,0,1
1984 Summer Olympics,TPE,1,0,0,0,1
1984 Summer Olympics,TUR,3,0,0,0,3
1984 Summer Olympics,USA,90,0,13,48,151
1984 Summer Olympics,VEN,3,0,0,0,3
1984 Summer Olympics,YUG,17,0,0,1,18
1984 Summer Olympics,ZAM,1,0,0,0,1
1984 Winter Olympics,AUT,1,0,0,0,1
1984 Winter Olympics,CAN,2,0,0,0,2
1984 Winter Olympics,FIN,7,0,0,2,9
1984 Winter Olympics,FRA,1,0,0,1,2
1984 Winter Olympics,FRG,2,0,1,0,3
1984 Winter Olympics,GBR,0,1,0,0,1
1984 Winter Olympics,GDR,8,0,1,8,17
1984 Winter Olympics,ITA,1,0,0,1,2
1984 Winter Olympics,JPN,1,0,0,0,1
1984 Winter Olympics,LIE,1,0,0,1,2
1984 Winter Olympics,NOR,3,0,0,3,6
1984 Winter Olympics,RUS,12,4,1,4,21
1984 Winter Olympics,SUI,3,0,0,2,5
1984 Winter Olympics,SWE,5,0,0,0,5
1984 Winter Olympics,TCH,3,0,0,2,5
1984 Winter Olympics,USA,4,1,0,3,8
1984 Winter Olympics,YUG,1,0,0,0,1
1988 Summer Olympics,AHO,0,0,1,0,1
1988 Summer Olympics,ARG,1,0,0,1,2
1988 Summer Olympics,AUS,8,0,0,5,13
1988 Summer Olympics,AUT,1,0,0,0,1
1988 Summer Olympics,BEL,1,0,1,0,2
1988 Summer Olympics,BRA,4,0,2,0,6
1988 Summer Olympics,BUL,19,0,0,14,33
1988 Summer Olympics,CAN,5,0,2,3,10
1988 Summer Olympics,CHI,0,0,1,0,1
1988 Summer Olympics,CHN,12,0,0,14,26
1988 Summer Olympics,COL,1,0,0,0,1
1988 Summer Olympics,CRC,0,0,0,1,1
1988 Summer Olympics,DEN,2,0,2,0,4
1988 Summer Olympics,DJI,1,0,0,0,1
1988 Summer Olympics,ESP,2,0,2,0,4
1988 Summer Olympics,FIN,4,0,0,0,4
1988 Summer Olympics,FRA,11,0,3,1,15
1988 Summer Olympics,FRG,24,0,5,8,37
1988 Summer Olympics,GBR,17,0,4,3,24
1988 Summer Olympics,GDR,44,0,2,38,84
1988 Summer Olympics,GRE,1,0,0,0,1
1988 Summer Olympics,HUN,17,0,0,3,20
1988 Summer Olympics,INA,0,0,0,1,1
1988 Summer Olympics,IRI,1,0,0,0,1
1988 Summer Olympics,ISV,0,0,1,0,1
1988 Summer Olympics,ITA,13,0,0,1,14
1988 Summer Olympics,JAM,1,0,0,1,2
1988 Summer Olympics,JPN,11,0,0,3,14
1988 Summer Olympics,KEN,9,0,0,0,9
1988 Summer Olympics,KOR,26,0,0,6,32
1988 Summer Olympics,MAR,3,0,0,0,3
1988 Summer Olympics,MEX,2,0,0,0,2
1988 Summer Olympics,MGL,1,0,0,0,1
1988 Summer Olympics,NED,5,0,0,4,9
1988 Summer Olympics,NOR,3,0,1,1,5
1988 Summer Olympics,NZL,6,0,4,1,11
1988 Summer Olympics,PAK,1,0,0,0,1
1988 Summer Olympics,PER,0,0,0,1,1
1988 Summer Olympics,PHI,1,0,0,0,1
1988 Summer Olympics,POL,15,0,0,1,16
1988 Summer Olympics,POR,0,0,0,1,1
1988 Summer Olympics,ROU,7,0,0,10,17
1988 Summer Olympics,RUS,84,0,1,29,114
1988 Summer Olympics,SEN,1,0,0,0,1
1988 Summer Olympics,SUI,2,0,2,0,4
1988 Summer Olympics,SUR,1,0,0,0,1
1988 Summer Olympics,SWE,10,0,0,1,11
1988 Summer Olympics,TCH,6,0,1,1,8
1988 Summer Olympics,THA,1,0,0,0,1
1988 Summer Olympics,TUR,2,0,0,0,2
1988 Summer Olympics,USA,51,0,5,24,80
1988 Summer Olympics,YUG,8,0,0,3,11
1988 Winter Olympics,AUT,6,0,0,2,8
1988 Winter Olympics,CAN,1,1,0,2,4
1988 Winter Olympics,FIN,2,0,0,2,4
1988 Winter Olympics,FRA,1,0,0,0,1
1988 Winter Olympics,FRG,4,0,1,2,7
1988 Winter Olympics,GDR,6,0,2,8,16
1988 Winter Olympics,ITA,4,0,0,0,4
1988 Winter Olympics,JPN,1,0,0,0,1
1988 Winter Olympics,LIE,1,0,0,0,1
1988 Winter Olympics,NED,3,0,0,1,4
1988 Winter Olympics,NOR,4,0,0,1,5
1988 Winter Olympics,RUS,14,4,0,5,23
1988 Winter Olympics,SUI,6,0,0,4,10
1988 Winter Olympics,SWE,4,0,0,0,4
1988 Winter Olympics,TCH,3,0,0,0,3
1988 Winter Olympics,USA,2,1,0,2,5
1988 Winter Olympics,YUG,1,0,0,1,2
1992 Summer Olympics,ALG,1,0,0,1,2
1992 Summer Olympics,ARG,1,0,0,0,1
1992 Summer Olympics,AUS,13,0,3,8,24
1992 Summer Olympics,AUT,1,0,1,0,2
1992 Summer Olympics,BAH,1,0,0,0,1
1992 Summer Olympics,BEL,1,0,0,2,3
1992 Summer Olympics,BRA,3,0,0,0,3
1992 Summer Olympics,BUL,10,0,0,5,15
1992 Summer Olympics,CAN,10,0,1,7,18
1992 Summer Olympics,CHN,15,0,1,28,44
1992 Summer Olympics,COL,0,0,0,1,1
1992 Summer Olympics,CRO,2,0,0,0,2
1992 Summer Olympics,CUB,23,0,0,8,31
1992 Summer Olympics,DEN,4,0,2,0,6
1992 Summer Olympics,ESP,13,0,1,8,22
1992 Summer Olympics,EST,1,0,0,1,2
1992 Summer Olympics,ETH,2,0,0,1,3
1992 Summer Olympics,EUN,64,0,0,30,94
1992 Summer Olympics,FIN,5,0,0,0,5
1992 Summer Olympics,FRA,20,0,2,7,29
1992 Summer Olympics,GBR,12,0,1,6,19
1992 Summer Olympics,GER,42,0,6,27,75
1992 Summer Olympics,GHA,1,0,0,0,1
1992 Summer Olympics,GRE,1,0,0,1,2
1992 Summer Olympics,HUN,18,0,0,5,23
1992 Summer Olympics,INA,4,0,0,1,5
