edition,country_noc,male_athletes,Mixed,Open,female_athletes,total_athletes
2008 Summer Olympics,VEN,0,0,0,1,1
2008 Summer Olympics,VIE,1,0,0,0,1
2008 Summer Olympics,ZIM,0,0,0,1,1
2010 Winter Olympics,AUS,1,0,0,2,3
2010 Winter Olympics,AUT,7,0,1,5,13
2010 Winter Olympics,BLR,2,0,0,1,3
2010 Winter Olympics,CAN,11,1,0,13,25
2010 Winter Olympics,CHN,1,2,0,7,10
2010 Winter Olympics,CRO,2,0,0,0,2
2010 Winter Olympics,CZE,2,0,0,2,4
2010 Winter Olympics,EST,0,0,0,1,1
2010 Winter Olympics,FIN,2,0,0,2,4
2010 Winter Olympics,FRA,5,0,0,5,10
2010 Winter Olympics,GBR,0,0,0,1,1
2010 Winter Olympics,GER,9,1,1,12,23
2010 Winter Olympics,ITA,4,0,0,1,5
2010 Winter Olympics,JPN,3,0,0,2,5
2010 Winter Olympics,KAZ,0,0,0,1,1
2010 Winter Olympics,KOR,5,0,0,4,9
2010 Winter Olympics,LAT,1,0,1,0,2
2010 Winter Olympics,NED,4,0,0,4,8
2010 Winter Olympics,NOR,11,0,0,3,14
2010 Winter Olympics,POL,1,0,0,2,3
2010 Winter Olympics,RUS,9,1,0,4,14
2010 Winter Olympics,SLO,0,0,0,2,2
2010 Winter Olympics,SUI,7,0,0,1,8
2010 Winter Olympics,SVK,1,0,0,1,2
2010 Winter Olympics,SWE,4,0,0,4,8
2010 Winter Olympics,USA,18,1,0,10,29
2012 Summer Olympics,AFG,1,0,0,0,1
2012 Summer Olympics,ALG,1,0,0,0,1
2012 Summer Olympics,ARG,3,0,0,1,4
2012 Summer Olympics,ARM,2,0,0,0,2
2012 Summer Olympics,AUS,15,0,0,17,32
2012 Summer Olympics,AZE,7,0,0,2,9
2012 Summer Olympics,BAH,1,0,0,0,1
2012 Summer Olympics,BEL,1,0,0,2,3
2012 Summer Olympics,BLR,3,1,0,5,9
2012 Summer Olympics,BOT,1,0,0,0,1
2012 Summer Olympics,BRA,11,0,0,6,17
2012 Summer Olympics,BRN,0,0,0,1,1
2012 Summer Olympics,BUL,1,0,0,2,3
2012 Summer Olympics,CAN,9,0,0,9,18
2012 Summer Olympics,CHN,32,2,0,50,84
2012 Summer Olympics,CMR,0,0,0,1,1
2012 Summer Olympics,COL,4,0,0,5,9
2012 Summer Olympics,CRO,4,0,0,2,6
2012 Summer Olympics,CUB,11,0,0,4,15
2012 Summer Olympics,CYP,1,0,0,0,1
2012 Summer Olympics,CZE,6,0,0,5,11
2012 Summer Olympics,DEN,7,1,0,1,9
2012 Summer Olympics,DOM,2,0,0,0,2
2012 Summer Olympics,EGY,3,0,0,1,4
2012 Summer Olympics,ESP,7,0,0,12,19
2012 Summer Olympics,EST,2,0,0,0,2
2012 Summer Olympics,ETH,2,0,0,5,7
2012 Summer Olympics,FIN,1,0,0,2,3
2012 Summer Olympics,FRA,19,0,0,14,33
2012 Summer Olympics,GAB,1,0,0,0,1
2012 Summer Olympics,GBR,37,1,4,18,60
2012 Summer Olympics,GEO,6,0,0,0,6
2012 Summer Olympics,GER,24,0,4,13,41
2012 Summer Olympics,GRE,1,0,0,1,2
2012 Summer Olympics,GRN,1,0,0,0,1
2012 Summer Olympics,GUA,1,0,0,0,1
2012 Summer Olympics,HKG,0,0,0,1,1
2012 Summer Olympics,HUN,12,0,0,6,18
2012 Summer Olympics,INA,2,0,0,1,3
2012 Summer Olympics,IND,4,0,0,2,6
2012 Summer Olympics,IRI,13,0,0,0,13
2012 Summer Olympics,IRL,4,0,1,1,6
2012 Summer Olympics,ITA,19,0,0,7,26
2012 Summer Olympics,JAM,5,0,0,4,9
2012 Summer Olympics,JPN,18,0,0,16,34
2012 Summer Olympics,KAZ,7,0,0,4,11
2012 Summer Olympics,KEN,7,0,0,5,12
2012 Summer Olympics,KOR,20,0,0,7,27
2012 Summer Olympics,KSA,0,0,1,0,1
2012 Summer Olympics,KUW,1,0,0,0,1
2012 Summer Olympics,LAT,2,0,0,0,2
2012 Summer Olympics,LTU,2,0,0,3,5
2012 Summer Olympics,MAR,1,0,0,0,1
2012 Summer Olympics,MAS,1,0,0,1,2
2012 Summer Olympics,MEX,2,0,0,6,8
2012 Summer Olympics,MGL,4,0,0,1,5
2012 Summer Olympics,MNE,0,0,0,1,1
2012 Summer Olympics,NED,5,0,4,10,19
2012 Summer Olympics,NOR,3,0,0,1,4
2012 Summer Olympics,NZL,7,0,1,5,13
2012 Summer Olympics,POL,6,0,0,5,11
2012 Summer Olympics,POR,1,0,0,0,1
2012 Summer Olympics,PRK,4,0,0,3,7
2012 Summer Olympics,PUR,2,0,0,0,2
2012 Summer Olympics,QAT,2,0,0,0,2
2012 Summer Olympics,ROU,2,0,0,4,6
2012 Summer Olympics,RSA,3,0,0,2,5
2012 Summer Olympics,RUS,31,0,0,27,58
2012 Summer Olympics,SGP,0,0,0,1,1
2012 Summer Olympics,SLO,3,0,0,1,4
2012 Summer Olympics,SRB,2,0,0,2,4
2012 Summer Olympics,SUI,2,0,1,1,4
2012 Summer Olympics,SVK,2,0,0,2,4
2012 Summer Olympics,SWE,6,0,1,1,8
2012 Summer Olympics,THA,1,0,0,3,4
2012 Summer Olympics,TJK,0,0,0,1,1
2012 Summer Olympics,TPE,0,0,0,2,2
2012 Summer Olympics,TTO,4,0,0,0,4
2012 Summer Olympics,TUN,1,0,0,1,2
2012 Summer Olympics,TUR,2,0,0,1,3
2012 Summer Olympics,UGA,1,0,0,0,1
2012 Summer Olympics,UKR,8,0,0,9,17
2012 Summer Olympics,USA,39,1,0,51,91
2012 Summer Olympics,UZB,3,0,0,0,3
2012 Summer Olympics,VEN,1,0,0,0,1
2012 Summer Olympics,VIE,1,0,0,0,1
2014 Winter Olympics,AUS,1,0,0,2,3
2014 Winter Olympics,AUT,8,0,1,6,15
2014 Winter Olympics,BLR,1,0,0,3,4
2014 Winter Olympics,CAN,11,2,0,11,24
2014 Winter Olympics,CHN,3,0,0,5,8
2014 Winter Olympics,CRO,1,0,0,0,1
2014 Winter Olympics,CZE,2,1,0,4,7
2014 Winter Olympics,FIN,2,0,0,2,4
2014 Winter Olympics,FRA,10,0,0,3,13
2014 Winter Olympics,GBR,2,0,0,3,5
2014 Winter Olympics,GER,6,2,1,8,17
2014 Winter Olympics,ITA,2,1,0,3,6
2014 Winter Olympics,JPN,6,0,0,2,8
2014 Winter Olympics,KAZ,1,0,0,0,1
2014 Winter Olympics,KOR,1,0,0,5,6
2014 Winter Olympics,LAT,3,1,1,0,5
2014 Winter Olympics,NED,10,0,0,6,16
2014 Winter Olympics,NOR,12,1,0,9,22
2014 Winter Olympics,POL,3,0,0,2,5
2014 Winter Olympics,RUS,14,5,0,7,26
2014 Winter Olympics,SLO,2,0,0,3,5
2014 Winter Olympics,SUI,5,0,0,5,10
2014 Winter Olympics,SVK,0,0,0,1,1
2014 Winter Olympics,SWE,7,0,0,5,12
2014 Winter Olympics,UKR,0,0,0,2,2
2014 Winter Olympics,USA,13,1,0,13,27
2016 Summer Olympics,ALG,1,0,0,0,1
2016 Summer Olympics,ARG,2,1,0,1,4
2016 Summer Olympics,ARM,4,0,0,0,4
2016 Summer Olympics,AUS,15,1,1,12,29
2016 Summer Olympics,AUT,0,1,0,0,1
2016 Summer Olympics,AZE,14,0,0,4,18
2016 Summer Olympics,BAH,1,0,0,1,2
2016 Summer Olympics,BDI,0,0,0,1,1
2016 Summer Olympics,BEL,4,0,0,2,6
2016 Summer Olympics,BLR,5,0,0,4,9
2016 Summer Olympics,BRA,13,0,0,5,18
2016 Summer Olympics,BRN,0,0,0,2,2
2016 Summer Olympics,BUL,0,0,0,3,3
2016 Summer Olympics,CAN,4,0,1,14,19
2016 Summer Olympics,CHN,26,1,0,40,67
2016 Summer Olympics,CIV,1,0,0,1,2
2016 Summer Olympics,COL,4,0,0,4,8
2016 Summer Olympics,CRO,7,0,0,3,10
2016 Summer Olympics,CUB,9,0,0,2,11
2016 Summer Olympics,CZE,6,1,0,3,10
2016 Summer Olympics,DEN,7,0,0,8,15
2016 Summer Olympics,DOM,1,0,0,0,1
2016 Summer Olympics,EGY,1,0,0,2,3
2016 Summer Olympics,ESP,7,0,0,8,15
2016 Summer Olympics,EST,1,0,0,0,1
2016 Summer Olympics,ETH,3,0,0,4,7
2016 Summer Olympics,FIJ,1,0,0,0,1
2016 Summer Olympics,FIN,0,0,0,1,1
2016 Summer Olympics,FRA,27,0,3,11,41
2016 Summer Olympics,GBR,34,0,3,22,59
2016 Summer Olympics,GEO,7,0,0,0,7
2016 Summer Olympics,GER,19,0,5,14,38
2016 Summer Olympics,GRE,3,0,0,2,5
2016 Summer Olympics,GRN,1,0,0,0,1
2016 Summer Olympics,HUN,5,0,0,6,11
2016 Summer Olympics,INA,1,1,0,1,3
2016 Summer Olympics,IND,0,0,0,2,2
2016 Summer Olympics,IOA,2,0,0,0,2
2016 Summer Olympics,IRI,7,0,0,1,8
2016 Summer Olympics,IRL,1,0,0,1,2
2016 Summer Olympics,ISR,1,0,0,1,2
2016 Summer Olympics,ITA,16,0,0,10,26
2016 Summer Olympics,JAM,4,0,0,5,9
2016 Summer Olympics,JOR,1,0,0,0,1
2016 Summer Olympics,JPN,19,0,0,18,37
2016 Summer Olympics,KAZ,9,0,0,8,17
2016 Summer Olympics,KEN,6,0,0,6,12
2016 Summer Olympics,KOR,12,0,0,8,20
2016 Summer Olympics,KOS,0,0,0,1,1
2016 Summer Olympics,LTU,3,0,0,1,4
2016 Summer Olympics,MAR,1,0,0,0,1
2016 Summer Olympics,MAS,3,1,0,1,5
2016 Summer Olympics,MEX,3,0,0,2,5
2016 Summer Olympics,MGL,1,0,0,1,2
2016 Summer Olympics,NED,7,0,0,11,18
2016 Summer Olympics,NGR,1,0,0,0,1
2016 Summer Olympics,NIG,1,0,0,0,1
2016 Summer Olympics,NOR,3,0,0,1,4
2016 Summer Olympics,NZL,7,0,0,10,17
2016 Summer Olympics,PHI,0,0,0,1,1
2016 Summer Olympics,POL,3,0,0,8,11
2016 Summer Olympics,POR,0,0,0,1,1
2016 Summer Olympics,PRK,3,0,0,4,7
2016 Summer Olympics,PUR,0,0,0,1,1
2016 Summer Olympics,QAT,1,0,0,0,1
2016 Summer Olympics,ROU,2,0,0,2,4
2016 Summer Olympics,RSA,7,0,0,2,9
2016 Summer Olympics,RUS,26,0,0,27,53
2016 Summer Olympics,SGP,1,0,0,0,1
2016 Summer Olympics,SLO,2,0,0,2,4
2016 Summer Olympics,SRB,4,0,0,4,8
2016 Summer Olympics,SUI,3,0,0,4,7
2016 Summer Olympics,SVK,4,0,0,0,4
2016 Summer Olympics,SWE,2,0,1,6,9
2016 Summer Olympics,THA,2,0,0,4,6
2016 Summer Olympics,TJK,1,0,0,0,1
2016 Summer Olympics,TPE,0,0,0,3,3
2016 Summer Olympics,TTO,1,0,0,0,1
2016 Summer Olympics,TUN,1,0,0,2,3
2016 Summer Olympics,TUR,7,0,0,1,8
2016 Summer Olympics,UAE,1,0,0,0,1
2016 Summer Olympics,UKR,7,0,0,2,9
2016 Summer Olympics,USA,50,2,3,49,104
2016 Summer Olympics,UZB,13,0,0,0,13
2016 Summer Olympics,VEN,1,0,0,2,3
2016 Summer Olympics,VIE,1,0,0,0,1
2018 Winter Olympics,AUS,3,0,0,0,3
2018 Winter Olympics,AUT,7,2,1,3,13
2018 Winter Olympics,BEL,1,0,0,0,1
2018 Winter Olympics,BLR,0,0,0,2,2
2018 Winter Olympics,CAN,11,5,0,10,26
2018 Winter Olympics,CHN,3,1,0,4,8
2018 Winter Olympics,CZE,1,0,0,5,6
2018 Winter Olympics,ESP,2,0,0,0,2
2018 Winter Olympics,FIN,1,0,0,3,4
2018 Winter Olympics,FRA,6,2,0,5,13
2018 Winter Olympics,GBR,2,0,0,3,5
2018 Winter Olympics,GER,10,2,4,8,24
2018 Winter Olympics,HUN,1,0,0,0,1
2018 Winter Olympics,ITA,3,1,0,4,8
2018 Winter Olympics,JPN,5,0,0,5,10
2018 Winter Olympics,KAZ,0,0,0,1,1
2018 Winter Olympics,KOR,9,0,1,5,15
2018 Winter Olympics,LAT,1,0,0,0,1
2018 Winter Olympics,LIE,0,0,0,1,1
2018 Winter Olympics,NED,6,0,0,9,15
2018 Winter Olympics,NOR,17,3,0,7,27
2018 Winter Olympics,NZL,1,0,0,1,2
2018 Winter Olympics,POL,2,0,0,0,2
2018 Winter Olympics,ROC,9,1,0,5,15
2018 Winter Olympics,SLO,2,0,0,0,2
2018 Winter Olympics,SUI,6,2,0,5,13
2018 Winter Olympics,SVK,0,0,0,1,1
2018 Winter Olympics,SWE,4,0,0,7,11
2018 Winter Olympics,UKR,1,0,0,0,1
2018 Winter Olympics,USA,9,2,0,10,21
2020 Summer Olympics,ARG,2,0,0,1,3
2020 Summer Olympics,ARM,4,0,0,0,4
2020 Summer Olympics,AUS,20,2,2,15,39
2020 Summer Olympics,AUT,3,0,0,4,7
2020 Summer Olympics,AZE,4,0,0,3,7
2020 Summer Olympics,BAH,1,0,0,1,2
2020 Summer Olympics,BEL,4,0,1,2,7
2020 Summer Olympics,BER,0,0,0,1,1
2020 Summer Olympics,BLR,3,0,0,4,7
2020 Summer Olympics,BOT,1,0,0,0,1
2020 Summer Olympics,BRA,12,0,0,8,20
2020 Summer Olympics,BRN,0,0,0,1,1
2020 Summer Olympics,BUL,0,0,0,6,6
2020 Summer Olympics,BUR,1,0,0,0,1
2020 Summer Olympics,CAN,5,0,0,16,21
2020 Summer Olympics,CHN,33,6,0,43,82
2020 Summer Olympics,CIV,0,0,0,1,1
2020 Summer Olympics,COL,3,0,0,2,5
2020 Summer Olympics,CRO,7,0,0,1,8
2020 Summer Olympics,CUB,13,0,0,2,15
2020 Summer Olympics,CZE,9,0,0,2,11
2020 Summer Olympics,DEN,6,0,0,4,10
2020 Summer Olympics,DOM,2,1,0,2,5
2020 Summer Olympics,ECU,1,0,0,2,3
2020 Summer Olympics,EGY,3,0,0,3,6
2020 Summer Olympics,ESP,10,1,0,6,17
2020 Summer Olympics,EST,0,0,0,2,2
2020 Summer Olympics,ETH,2,0,0,2,4
2020 Summer Olympics,FIJ,1,0,0,1,2
2020 Summer Olympics,FIN,1,0,0,1,2
2020 Summer Olympics,FRA,15,2,1,14,32
2020 Summer Olympics,GBR,30,3,5,23,61
2020 Summer Olympics,GEO,8,0,0,0,8
2020 Summer Olympics,GER,18,2,4,12,36
2020 Summer Olympics,GHA,1,0,0,0,1
2020 Summer Olympics,GRE,4,0,0,0,4
2020 Summer Olympics,GRN,1,0,0,0,1
2020 Summer Olympics,HKG,1,0,0,4,5
2020 Summer Olympics,HUN,14,0,0,4,18
2020 Summer Olympics,INA,3,0,0,2,5
2020 Summer Olympics,IND,4,0,0,3,7
2020 Summer Olympics,IRI,7,0,0,0,7
2020 Summer Olympics,IRL,2,0,0,2,4
2020 Summer Olympics,ISR,1,1,0,2,4
2020 Summer Olympics,ITA,21,1,0,15,37
2020 Summer Olympics,JAM,2,0,0,6,8
2020 Summer Olympics,JOR,2,0,0,0,2
2020 Summer Olympics,JPN,23,3,0,29,55
2020 Summer Olympics,KAZ,6,0,0,2,8
2020 Summer Olympics,KEN,5,0,0,5,10
2020 Summer Olympics,KGZ,1,0,0,2,3
2020 Summer Olympics,KOR,11,1,0,8,20
2020 Summer Olympics,KOS,0,0,0,2,2
2020 Summer Olympics,KSA,1,0,0,0,1
2020 Summer Olympics,KUW,1,0,0,0,1
2020 Summer Olympics,LAT,2,0,0,0,2
2020 Summer Olympics,LTU,0,0,0,1,1
2020 Summer Olympics,MAR,1,0,0,0,1
2020 Summer Olympics,MAS,2,0,0,0,2
2020 Summer Olympics,MDA,1,0,0,0,1
2020 Summer Olympics,MEX,1,1,0,2,4
2020 Summer Olympics,MGL,2,0,0,2,4
2020 Summer Olympics,MKD,1,0,0,0,1
2020 Summer Olympics,NAM,0,0,0,1,1
2020 Summer Olympics,NED,10,1,1,18,30
2020 Summer Olympics,NGR,0,0,0,2,2
2020 Summer Olympics,NOR,7,0,0,1,8
2020 Summer Olympics,NZL,9,0,0,9,18
2020 Summer Olympics,PHI,2,0,0,2,4
2020 Summer Olympics,POL,5,1,0,8,14
2020 Summer Olympics,POR,3,0,0,1,4
2020 Summer Olympics,PUR,0,0,0,1,1
2020 Summer Olympics,QAT,3,0,0,0,3
2020 Summer Olympics,ROC,30,4,0,29,63
2020 Summer Olympics,ROU,2,0,0,2,4
2020 Summer Olympics,RSA,0,0,0,2,2
2020 Summer Olympics,SLO,3,0,0,2,5
2020 Summer Olympics,SMR,1,1,0,1,3
2020 Summer Olympics,SRB,5,0,0,4,9
2020 Summer Olympics,SUI,3,0,0,9,12
2020 Summer Olympics,SVK,3,0,0,1,4
2020 Summer Olympics,SWE,4,0,2,3,9
2020 Summer Olympics,SYR,1,0,0,0,1
2020 Summer Olympics,THA,0,0,0,2,2
2020 Summer Olympics,TKM,0,0,0,1,1
2020 Summer Olympics,TPE,5,1,0,6,12
2020 Summer Olympics,TUN,2,0,0,0,2
2020 Summer Olympics,TUR,8,0,0,5,13
2020 Summer Olympics,UGA,2,0,0,1,3
2020 Summer Olympics,UKR,6,1,0,10,17
2020 Summer Olympics,USA,36,4,2,57,99
2020 Summer Olympics,UZB,5,0,0,0,5
2020 Summer Olympics,VEN,3,0,0,1,4
2022 Winter Olympics,AUS,1,0,0,3,4
2022 Winter Olympics,AUT,8,2,1,5,16
2022 Winter Olympics,BEL,1,0,0,1,2
2022 Winter Olympics,BLR,1,0,0,1,2
2022 Winter Olympics,CAN,9,3,1,10,23
2022 Winter Olympics,CHN,6,3,0,3,12
2022 Winter Olympics,CZE,0,0,0,2,2
2022 Winter Olympics,ESP,0,0,0,1,1
2022 Winter Olympics,EST,0,0,0,1,1
2022 Winter Olympics,FIN,3,0,0,3,6
2022 Winter Olympics,FRA,6,2,0,4,12
2022 Winter Olympics,GBR,1,0,0,1,2
2022 Winter Olympics,GER,10,2,4,10,26
2022 Winter Olympics,HUN,1,1,0,0,2
2022 Winter Olympics,ITA,5,3,0,6,14
2022 Winter Olympics,JPN,8,1,0,5,14
2022 Winter Olympics,KOR,6,0,0,2,8
2022 Winter Olympics,LAT,0,1,0,0,1
2022 Winter Olympics,NED,3,0,0,7,10
2022 Winter Olympics,NOR,16,3,0,3,22
2022 Winter Olympics,NZL,1,0,0,1,2
2022 Winter Olympics,POL,1,0,0,0,1
2022 Winter Olympics,ROC,13,6,0,7,26
2022 Winter Olympics,SLO,3,1,0,3,7
2022 Winter Olympics,SUI,5,0,0,6,11
2022 Winter Olympics,SVK,1,0,0,1,2
2022 Winter Olympics,SWE,6,1,0,7,14
2022 Winter Olympics,UKR,1,0,0,0,1
2022 Winter Olympics,USA,8,4,0,11,23
2024 Summer Olympics,AIN,3,0,0,3,6
2024 Summer Olympics,ALB,2,0,0,0,2
2024 Summer Olympics,ALG,1,0,0,2,3
2024 Summer Olympics,ARG,2,0,0,17,19
2024 Summer Olympics,ARM,4,0,0,0,4
2024 Summer Olympics,AUS,38,0,0,57,95
2024 Summer Olympics,AUT,3,0,0,3,6
2024 Summer Olympics,AZE,7,0,0,0,7
2024 Summer Olympics,BEL,4,0,0,5,9
2024 Summer Olympics,BOT,6,0,0,0,6
2024 Summer Olympics,BRA,12,0,0,49,61
2024 Summer Olympics,BRN,2,0,0,2,4
2024 Summer Olympics,BUL,5,0,0,2,7
2024 Summer Olympics,CAN,15,0,0,37,52
2024 Summer Olympics,CHI,1,0,0,1,2
2024 Summer Olympics,CHN,41,0,0,90,131
2024 Summer Olympics,CIV,1,0,0,0,1
2024 Summer Olympics,COL,2,0,0,2,4
2024 Summer Olympics,CPV,1,0,0,0,1
2024 Summer Olympics,CRO,16,0,0,4,20
2024 Summer Olympics,CUB,6,0,0,3,9
2024 Summer Olympics,CYP,1,0,0,0,1
2024 Summer Olympics,CZE,7,0,0,2,9
2024 Summer Olympics,DEN,22,0,0,20,42
2024 Summer Olympics,DMA,0,0,0,1,1
2024 Summer Olympics,DOM,2,0,0,1,3
2024 Summer Olympics,ECU,1,0,0,4,5
2024 Summer Olympics,EGY,2,0,0,1,3
2024 Summer Olympics,EOR,0,0,0,1,1
2024 Summer Olympics,ESP,52,0,0,29,81
2024 Summer Olympics,ETH,2,0,0,2,4
2024 Summer Olympics,FIJ,14,0,0,0,14
2024 Summer Olympics,FRA,116,0,0,55,171
2024 Summer Olympics,GBR,72,0,0,68,140
2024 Summer Olympics,GEO,7,0,0,0,7
2024 Summer Olympics,GER,53,0,0,53,106
2024 Summer Olympics,GRE,8,0,0,2,10
2024 Summer Olympics,GRN,2,0,0,0,2
2024 Summer Olympics,GUA,1,0,0,1,2
2024 Summer Olympics,HKG,1,0,0,2,3
2024 Summer Olympics,HUN,17,0,0,8,25
2024 Summer Olympics,INA,2,0,0,1,3
2024 Summer Olympics,IND,20,0,0,1,21
2024 Summer Olympics,IRI,10,0,0,2,12
2024 Summer Olympics,IRL,6,0,0,2,8
2024 Summer Olympics,ISR,3,0,0,8,11
2024 Summer Olympics,ITA,38,0,0,43,81
2024 Summer Olympics,JAM,5,0,0,1,6
2024 Summer Olympics,JOR,1,0,0,0,1
2024 Summer Olympics,JPN,37,0,0,33,70
2024 Summer Olympics,KAZ,6,0,0,2,8
2024 Summer Olympics,KEN,4,0,0,5,9
2024 Summer Olympics,KGZ,4,0,0,2,6
2024 Summer Olympics,KOR,18,0,0,28,46
2024 Summer Olympics,KOS,0,0,0,2,2
2024 Summer Olympics,LCA,0,0,0,1,1
2024 Summer Olympics,LTU,5,0,0,2,7
2024 Summer Olympics,MAR,20,0,0,0,20
2024 Summer Olympics,MAS,3,0,0,0,3
2024 Summer Olympics,MDA,3,0,0,1,4
2024 Summer Olympics,MEX,3,0,0,4,7
2024 Summer Olympics,MGL,0,0,0,1,1
2024 Summer Olympics,NED,47,0,0,63,110
2024 Summer Olympics,NOR,5,0,0,18,23
2024 Summer Olympics,NZL,10,0,0,35,45
2024 Summer Olympics,PAK,1,0,0,0,1
2024 Summer Olympics,PAN,0,0,0,1,1
2024 Summer Olympics,PER,1,0,0,0,1
2024 Summer Olympics,PHI,1,0,0,2,3
2024 Summer Olympics,POL,17,0,0,11,28
2024 Summer Olympics,POR,3,0,0,1,4
2024 Summer Olympics,PRK,2,0,0,5,7
2024 Summer Olympics,PUR,1,0,0,1,2
2024 Summer Olympics,QAT,1,0,0,0,1
2024 Summer Olympics,ROU,3,0,0,13,16
2024 Summer Olympics,RSA,19,0,0,2,21
2024 Summer Olympics,SGP,1,0,0,0,1
2024 Summer Olympics,SLO,1,0,0,2,3
2024 Summer Olympics,SRB,27,0,0,2,29
2024 Summer Olympics,SUI,4,0,0,6,10
2024 Summer Olympics,SVK,1,0,0,0,1
2024 Summer Olympics,SWE,8,0,0,6,14
2024 Summer Olympics,THA,3,0,0,3,6
2024 Summer Olympics,TJK,3,0,0,0,3
2024 Summer Olympics,TPE,4,0,0,4,8
2024 Summer Olympics,TUN,3,0,0,0,3
2024 Summer Olympics,TUR,5,0,0,6,11
2024 Summer Olympics,UGA,1,0,0,1,2
2024 Summer Olympics,UKR,6,0,0,9,15
2024 Summer Olympics,USA,120,0,0,145,265
2024 Summer Olympics,UZB,11,0,0,2,13
2024 Summer Olympics,ZAM,1,0,0,0,1
